question_id,structure_cluster,topic_name,model,is_correct
722,Замена ТАКОЙ_ТАКАЯ,Наука и природа,DeepSeek-R1,True
722,Замена ТАКОЙ_ТАКАЯ,Наука и природа,DeepSeek-V3,True
724,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
724,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
724,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
724,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
724,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
724,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
724,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,True
725,Замена ДЕЛАТЬ ЭТО,"История, войны и правители",gemma-3,False
725,Замена ДЕЛАТЬ ЭТО,"История, войны и правители",QwQ,True
725,Замена ДЕЛАТЬ ЭТО,"История, войны и правители",Phi-4,False
725,Замена ДЕЛАТЬ ЭТО,"История, войны и правители",Llama-4,True
725,Замена ДЕЛАТЬ ЭТО,"История, войны и правители",Qwen3,True
725,Замена ДЕЛАТЬ ЭТО,"История, войны и правители",DeepSeek-R1,False
725,Замена ДЕЛАТЬ ЭТО,"История, войны и правители",DeepSeek-V3,False
726,Другое,Шум,gemma-3,False
726,Другое,Шум,QwQ,False
726,Другое,Шум,Phi-4,False
726,Другое,Шум,Llama-4,False
726,Другое,Шум,Qwen3,False
726,Другое,Шум,DeepSeek-R1,False
726,Другое,Шум,DeepSeek-V3,False
727,Другое,Шум,gemma-3,True
727,Другое,Шум,QwQ,True
727,Другое,Шум,Phi-4,False
727,Другое,Шум,Llama-4,False
727,Другое,Шум,Qwen3,False
727,Другое,Шум,DeepSeek-R1,True
727,Другое,Шум,DeepSeek-V3,True
728,Ответ из N слов,Шум,gemma-3,False
728,Ответ из N слов,Шум,QwQ,False
728,Ответ из N слов,Шум,Phi-4,False
728,Ответ из N слов,Шум,Llama-4,False
728,Ответ из N слов,Шум,Qwen3,False
728,Ответ из N слов,Шум,DeepSeek-R1,False
728,Ответ из N слов,Шум,DeepSeek-V3,False
729,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
729,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
729,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
729,Замена ОН_ОНА_ОНИ,Шум,Llama-4,True
729,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
729,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
729,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
730,Другое,Шум,gemma-3,False
730,Другое,Шум,QwQ,False
730,Другое,Шум,Phi-4,False
730,Другое,Шум,Llama-4,False
730,Другое,Шум,Qwen3,False
730,Другое,Шум,DeepSeek-R1,True
730,Другое,Шум,DeepSeek-V3,False
731,Замена ОН_ОНА_ОНИ,Музыка,gemma-3,False
731,Замена ОН_ОНА_ОНИ,Музыка,QwQ,False
731,Замена ОН_ОНА_ОНИ,Музыка,Phi-4,False
731,Замена ОН_ОНА_ОНИ,Музыка,Llama-4,False
731,Замена ОН_ОНА_ОНИ,Музыка,Qwen3,False
731,Замена ОН_ОНА_ОНИ,Музыка,DeepSeek-R1,True
731,Замена ОН_ОНА_ОНИ,Музыка,DeepSeek-V3,False
732,Замена ОН_ОНА_ОНИ,Религии и традиции,gemma-3,False
732,Замена ОН_ОНА_ОНИ,Религии и традиции,QwQ,False
732,Замена ОН_ОНА_ОНИ,Религии и традиции,Phi-4,False
732,Замена ОН_ОНА_ОНИ,Религии и традиции,Llama-4,True
732,Замена ОН_ОНА_ОНИ,Религии и традиции,Qwen3,False
732,Замена ОН_ОНА_ОНИ,Религии и традиции,DeepSeek-R1,True
732,Замена ОН_ОНА_ОНИ,Религии и традиции,DeepSeek-V3,True
733,Ответ из N слов,Еда и напитки,gemma-3,False
733,Ответ из N слов,Еда и напитки,QwQ,False
733,Ответ из N слов,Еда и напитки,Phi-4,False
733,Ответ из N слов,Еда и напитки,Llama-4,False
733,Ответ из N слов,Еда и напитки,Qwen3,False
733,Ответ из N слов,Еда и напитки,DeepSeek-R1,False
733,Ответ из N слов,Еда и напитки,DeepSeek-V3,False
734,Замена ОН_ОНА_ОНИ,"Кино, сериалы и актеры",gemma-3,False
734,Замена ОН_ОНА_ОНИ,"Кино, сериалы и актеры",QwQ,False
734,Замена ОН_ОНА_ОНИ,"Кино, сериалы и актеры",Phi-4,False
734,Замена ОН_ОНА_ОНИ,"Кино, сериалы и актеры",Llama-4,False
734,Замена ОН_ОНА_ОНИ,"Кино, сериалы и актеры",Qwen3,False
734,Замена ОН_ОНА_ОНИ,"Кино, сериалы и актеры",DeepSeek-R1,False
734,Замена ОН_ОНА_ОНИ,"Кино, сериалы и актеры",DeepSeek-V3,False
735,Замена ОН_ОНА_ОНИ,Еда и напитки,gemma-3,False
735,Замена ОН_ОНА_ОНИ,Еда и напитки,QwQ,False
735,Замена ОН_ОНА_ОНИ,Еда и напитки,Phi-4,False
735,Замена ОН_ОНА_ОНИ,Еда и напитки,Llama-4,False
735,Замена ОН_ОНА_ОНИ,Еда и напитки,Qwen3,False
735,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-R1,True
735,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-V3,True
736,Ответ из N слов,Шум,gemma-3,False
736,Ответ из N слов,Шум,QwQ,False
736,Ответ из N слов,Шум,Phi-4,False
736,Ответ из N слов,Шум,Llama-4,False
736,Ответ из N слов,Шум,Qwen3,False
736,Ответ из N слов,Шум,DeepSeek-R1,True
736,Ответ из N слов,Шум,DeepSeek-V3,True
737,Замена ИКС_ИГРЕК,Шум,gemma-3,False
737,Замена ИКС_ИГРЕК,Шум,QwQ,False
737,Замена ИКС_ИГРЕК,Шум,Phi-4,False
737,Замена ИКС_ИГРЕК,Шум,Llama-4,False
737,Замена ИКС_ИГРЕК,Шум,Qwen3,False
737,Замена ИКС_ИГРЕК,Шум,DeepSeek-R1,False
737,Замена ИКС_ИГРЕК,Шум,DeepSeek-V3,True
738,Замена ОН_ОНА_ОНИ,"История, войны и правители",gemma-3,False
738,Замена ОН_ОНА_ОНИ,"История, войны и правители",QwQ,False
738,Замена ОН_ОНА_ОНИ,"История, войны и правители",Phi-4,False
738,Замена ОН_ОНА_ОНИ,"История, войны и правители",Llama-4,False
738,Замена ОН_ОНА_ОНИ,"История, войны и правители",Qwen3,False
738,Замена ОН_ОНА_ОНИ,"История, войны и правители",DeepSeek-R1,False
738,Замена ОН_ОНА_ОНИ,"История, войны и правители",DeepSeek-V3,False
739,Замена ОН_ОНА_ОНИ,Наука и природа,gemma-3,False
739,Замена ОН_ОНА_ОНИ,Наука и природа,QwQ,False
739,Замена ОН_ОНА_ОНИ,Наука и природа,Phi-4,False
739,Замена ОН_ОНА_ОНИ,Наука и природа,Llama-4,False
739,Замена ОН_ОНА_ОНИ,Наука и природа,Qwen3,False
739,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-R1,True
739,Замена ОН_ОНА_ОНИ,Наука и природа,DeepSeek-V3,False
740,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
740,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
740,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
740,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
740,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
740,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
740,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
741,Замена ИКС_ИГРЕК,Шум,gemma-3,False
741,Замена ИКС_ИГРЕК,Шум,QwQ,False
741,Замена ИКС_ИГРЕК,Шум,Phi-4,False
741,Замена ИКС_ИГРЕК,Шум,Llama-4,False
741,Замена ИКС_ИГРЕК,Шум,Qwen3,False
741,Замена ИКС_ИГРЕК,Шум,DeepSeek-R1,False
741,Замена ИКС_ИГРЕК,Шум,DeepSeek-V3,False
743,Ответ из N слов,Шум,gemma-3,False
743,Ответ из N слов,Шум,QwQ,False
743,Ответ из N слов,Шум,Phi-4,False
743,Ответ из N слов,Шум,Llama-4,False
743,Ответ из N слов,Шум,Qwen3,False
743,Ответ из N слов,Шум,DeepSeek-R1,False
743,Ответ из N слов,Шум,DeepSeek-V3,False
744,Другое,Спорт и игры,gemma-3,False
744,Другое,Спорт и игры,QwQ,False
744,Другое,Спорт и игры,Phi-4,False
744,Другое,Спорт и игры,Llama-4,False
744,Другое,Спорт и игры,Qwen3,False
744,Другое,Спорт и игры,DeepSeek-R1,False
744,Другое,Спорт и игры,DeepSeek-V3,False
745,Замена ИКС_ИГРЕК,Шум,gemma-3,False
745,Замена ИКС_ИГРЕК,Шум,QwQ,False
745,Замена ИКС_ИГРЕК,Шум,Phi-4,False
745,Замена ИКС_ИГРЕК,Шум,Llama-4,False
745,Замена ИКС_ИГРЕК,Шум,Qwen3,False
745,Замена ИКС_ИГРЕК,Шум,DeepSeek-R1,False
745,Замена ИКС_ИГРЕК,Шум,DeepSeek-V3,False
746,Замена ОН_ОНА_ОНИ,Еда и напитки,gemma-3,False
746,Замена ОН_ОНА_ОНИ,Еда и напитки,QwQ,False
746,Замена ОН_ОНА_ОНИ,Еда и напитки,Phi-4,False
746,Замена ОН_ОНА_ОНИ,Еда и напитки,Llama-4,False
746,Замена ОН_ОНА_ОНИ,Еда и напитки,Qwen3,False
746,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-R1,True
746,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-V3,True
747,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
747,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
747,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
747,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
747,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
747,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
747,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
748,Замена ИКС_ИГРЕК,"История, войны и правители",gemma-3,False
748,Замена ИКС_ИГРЕК,"История, войны и правители",QwQ,False
748,Замена ИКС_ИГРЕК,"История, войны и правители",Phi-4,False
748,Замена ИКС_ИГРЕК,"История, войны и правители",Llama-4,False
748,Замена ИКС_ИГРЕК,"История, войны и правители",Qwen3,False
748,Замена ИКС_ИГРЕК,"История, войны и правители",DeepSeek-R1,True
748,Замена ИКС_ИГРЕК,"История, войны и правители",DeepSeek-V3,True
749,Ответ из N слов,Шум,gemma-3,False
749,Ответ из N слов,Шум,QwQ,False
749,Ответ из N слов,Шум,Phi-4,False
749,Ответ из N слов,Шум,Llama-4,False
749,Ответ из N слов,Шум,Qwen3,False
749,Ответ из N слов,Шум,DeepSeek-R1,False
749,Ответ из N слов,Шум,DeepSeek-V3,True
750,Другое,Шум,gemma-3,False
750,Другое,Шум,QwQ,False
750,Другое,Шум,Phi-4,False
750,Другое,Шум,Llama-4,False
750,Другое,Шум,Qwen3,False
750,Другое,Шум,DeepSeek-R1,False
750,Другое,Шум,DeepSeek-V3,False
751,Ответ из N слов,Шум,gemma-3,False
751,Ответ из N слов,Шум,QwQ,False
751,Ответ из N слов,Шум,Phi-4,False
751,Ответ из N слов,Шум,Llama-4,False
751,Ответ из N слов,Шум,Qwen3,False
751,Ответ из N слов,Шум,DeepSeek-R1,False
751,Ответ из N слов,Шум,DeepSeek-V3,False
752,Другое,Языки и загадки,gemma-3,False
752,Другое,Языки и загадки,QwQ,False
752,Другое,Языки и загадки,Phi-4,False
752,Другое,Языки и загадки,Llama-4,False
752,Другое,Языки и загадки,Qwen3,False
752,Другое,Языки и загадки,DeepSeek-R1,False
752,Другое,Языки и загадки,DeepSeek-V3,False
754,Другое,Шум,gemma-3,False
754,Другое,Шум,QwQ,False
754,Другое,Шум,Phi-4,False
754,Другое,Шум,Llama-4,False
754,Другое,Шум,Qwen3,False
754,Другое,Шум,DeepSeek-R1,False
754,Другое,Шум,DeepSeek-V3,False
755,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
755,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
755,Замена ОН_ОНА_ОНИ,Шум,Phi-4,True
755,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
755,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
755,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
755,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,True
756,Замена ОН_ОНА_ОНИ,Религии и традиции,gemma-3,True
756,Замена ОН_ОНА_ОНИ,Религии и традиции,QwQ,False
756,Замена ОН_ОНА_ОНИ,Религии и традиции,Phi-4,False
756,Замена ОН_ОНА_ОНИ,Религии и традиции,Llama-4,False
756,Замена ОН_ОНА_ОНИ,Религии и традиции,Qwen3,False
756,Замена ОН_ОНА_ОНИ,Религии и традиции,DeepSeek-R1,True
756,Замена ОН_ОНА_ОНИ,Религии и традиции,DeepSeek-V3,False
757,Другое,Еда и напитки,gemma-3,False
757,Другое,Еда и напитки,QwQ,False
757,Другое,Еда и напитки,Phi-4,False
757,Другое,Еда и напитки,Llama-4,True
757,Другое,Еда и напитки,Qwen3,False
757,Другое,Еда и напитки,DeepSeek-R1,False
757,Другое,Еда и напитки,DeepSeek-V3,False
758,Фамилия_Имя,Наука и природа,gemma-3,False
758,Фамилия_Имя,Наука и природа,QwQ,False
758,Фамилия_Имя,Наука и природа,Phi-4,False
758,Фамилия_Имя,Наука и природа,Llama-4,False
758,Фамилия_Имя,Наука и природа,Qwen3,False
758,Фамилия_Имя,Наука и природа,DeepSeek-R1,False
758,Фамилия_Имя,Наука и природа,DeepSeek-V3,False
759,Другое,Литература,gemma-3,False
759,Другое,Литература,QwQ,False
759,Другое,Литература,Phi-4,False
759,Другое,Литература,Llama-4,False
759,Другое,Литература,Qwen3,False
759,Другое,Литература,DeepSeek-R1,False
759,Другое,Литература,DeepSeek-V3,False
760,Замена ОН_ОНА_ОНИ,Еда и напитки,gemma-3,False
760,Замена ОН_ОНА_ОНИ,Еда и напитки,QwQ,False
760,Замена ОН_ОНА_ОНИ,Еда и напитки,Phi-4,False
760,Замена ОН_ОНА_ОНИ,Еда и напитки,Llama-4,False
760,Замена ОН_ОНА_ОНИ,Еда и напитки,Qwen3,False
760,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-R1,False
760,Замена ОН_ОНА_ОНИ,Еда и напитки,DeepSeek-V3,False
761,Другое,Шум,gemma-3,False
761,Другое,Шум,QwQ,False
761,Другое,Шум,Phi-4,False
761,Другое,Шум,Llama-4,False
761,Другое,Шум,Qwen3,False
761,Другое,Шум,DeepSeek-R1,True
761,Другое,Шум,DeepSeek-V3,True
762,Замена ИКС_ИГРЕК,Литература,gemma-3,False
762,Замена ИКС_ИГРЕК,Литература,QwQ,False
762,Замена ИКС_ИГРЕК,Литература,Phi-4,False
762,Замена ИКС_ИГРЕК,Литература,Llama-4,False
762,Замена ИКС_ИГРЕК,Литература,Qwen3,False
762,Замена ИКС_ИГРЕК,Литература,DeepSeek-R1,False
762,Замена ИКС_ИГРЕК,Литература,DeepSeek-V3,False
764,Ответ из N слов,Шум,gemma-3,False
764,Ответ из N слов,Шум,QwQ,False
764,Ответ из N слов,Шум,Phi-4,False
764,Ответ из N слов,Шум,Llama-4,False
764,Ответ из N слов,Шум,Qwen3,False
764,Ответ из N слов,Шум,DeepSeek-R1,False
764,Ответ из N слов,Шум,DeepSeek-V3,False
765,Замена ИКС_ИГРЕК,Еда и напитки,gemma-3,True
765,Замена ИКС_ИГРЕК,Еда и напитки,QwQ,False
765,Замена ИКС_ИГРЕК,Еда и напитки,Phi-4,False
765,Замена ИКС_ИГРЕК,Еда и напитки,Llama-4,False
765,Замена ИКС_ИГРЕК,Еда и напитки,Qwen3,False
765,Замена ИКС_ИГРЕК,Еда и напитки,DeepSeek-R1,False
765,Замена ИКС_ИГРЕК,Еда и напитки,DeepSeek-V3,True
766,Замена ИКС_ИГРЕК,Шум,gemma-3,False
766,Замена ИКС_ИГРЕК,Шум,QwQ,False
766,Замена ИКС_ИГРЕК,Шум,Phi-4,False
766,Замена ИКС_ИГРЕК,Шум,Llama-4,False
766,Замена ИКС_ИГРЕК,Шум,Qwen3,False
766,Замена ИКС_ИГРЕК,Шум,DeepSeek-R1,True
766,Замена ИКС_ИГРЕК,Шум,DeepSeek-V3,True
767,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
767,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
767,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
767,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
767,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
767,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
767,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
769,Другое,Шум,gemma-3,False
769,Другое,Шум,QwQ,False
769,Другое,Шум,Phi-4,False
769,Другое,Шум,Llama-4,False
769,Другое,Шум,Qwen3,False
769,Другое,Шум,DeepSeek-R1,False
769,Другое,Шум,DeepSeek-V3,False
770,Другое,Спорт и игры,gemma-3,False
770,Другое,Спорт и игры,QwQ,False
770,Другое,Спорт и игры,Phi-4,False
770,Другое,Спорт и игры,Llama-4,False
770,Другое,Спорт и игры,Qwen3,False
770,Другое,Спорт и игры,DeepSeek-R1,False
770,Другое,Спорт и игры,DeepSeek-V3,False
771,Ответ из N слов,Шум,gemma-3,False
771,Ответ из N слов,Шум,QwQ,False
771,Ответ из N слов,Шум,Phi-4,False
771,Ответ из N слов,Шум,Llama-4,False
771,Ответ из N слов,Шум,Qwen3,False
771,Ответ из N слов,Шум,DeepSeek-R1,False
771,Ответ из N слов,Шум,DeepSeek-V3,False
772,Другое,Люди и события,gemma-3,False
772,Другое,Люди и события,QwQ,False
772,Другое,Люди и события,Phi-4,False
772,Другое,Люди и события,Llama-4,False
772,Другое,Люди и события,Qwen3,False
772,Другое,Люди и события,DeepSeek-R1,True
772,Другое,Люди и события,DeepSeek-V3,True
773,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
773,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
773,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
773,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
773,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
773,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,True
773,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,False
775,Другое,Языки и загадки,gemma-3,False
775,Другое,Языки и загадки,QwQ,False
775,Другое,Языки и загадки,Phi-4,False
775,Другое,Языки и загадки,Llama-4,False
775,Другое,Языки и загадки,Qwen3,False
775,Другое,Языки и загадки,DeepSeek-R1,False
775,Другое,Языки и загадки,DeepSeek-V3,True
776,Замена ДЕЛАТЬ ЭТО,Произведения и персонажи,gemma-3,False
776,Замена ДЕЛАТЬ ЭТО,Произведения и персонажи,QwQ,False
776,Замена ДЕЛАТЬ ЭТО,Произведения и персонажи,Phi-4,False
776,Замена ДЕЛАТЬ ЭТО,Произведения и персонажи,Llama-4,False
776,Замена ДЕЛАТЬ ЭТО,Произведения и персонажи,Qwen3,False
776,Замена ДЕЛАТЬ ЭТО,Произведения и персонажи,DeepSeek-R1,True
776,Замена ДЕЛАТЬ ЭТО,Произведения и персонажи,DeepSeek-V3,False
777,Замена ОН_ОНА_ОНИ,Технологии,gemma-3,True
777,Замена ОН_ОНА_ОНИ,Технологии,QwQ,True
777,Замена ОН_ОНА_ОНИ,Технологии,Phi-4,False
777,Замена ОН_ОНА_ОНИ,Технологии,Llama-4,False
777,Замена ОН_ОНА_ОНИ,Технологии,Qwen3,True
777,Замена ОН_ОНА_ОНИ,Технологии,DeepSeek-R1,True
777,Замена ОН_ОНА_ОНИ,Технологии,DeepSeek-V3,True
778,Замена слова,Спорт и игры,gemma-3,False
778,Замена слова,Спорт и игры,QwQ,False
778,Замена слова,Спорт и игры,Phi-4,False
778,Замена слова,Спорт и игры,Llama-4,False
778,Замена слова,Спорт и игры,Qwen3,False
778,Замена слова,Спорт и игры,DeepSeek-R1,False
778,Замена слова,Спорт и игры,DeepSeek-V3,False
779,Ответ из N слов,Шум,gemma-3,False
779,Ответ из N слов,Шум,QwQ,False
779,Ответ из N слов,Шум,Phi-4,False
779,Ответ из N слов,Шум,Llama-4,False
779,Ответ из N слов,Шум,Qwen3,False
779,Ответ из N слов,Шум,DeepSeek-R1,True
779,Ответ из N слов,Шум,DeepSeek-V3,False
780,Ответ из N слов,Шум,gemma-3,True
780,Ответ из N слов,Шум,QwQ,False
780,Ответ из N слов,Шум,Phi-4,False
780,Ответ из N слов,Шум,Llama-4,False
780,Ответ из N слов,Шум,Qwen3,False
780,Ответ из N слов,Шум,DeepSeek-R1,True
780,Ответ из N слов,Шум,DeepSeek-V3,True
781,Замена ОН_ОНА_ОНИ,Медицина,gemma-3,True
781,Замена ОН_ОНА_ОНИ,Медицина,QwQ,False
781,Замена ОН_ОНА_ОНИ,Медицина,Phi-4,False
781,Замена ОН_ОНА_ОНИ,Медицина,Llama-4,False
781,Замена ОН_ОНА_ОНИ,Медицина,Qwen3,False
781,Замена ОН_ОНА_ОНИ,Медицина,DeepSeek-R1,True
781,Замена ОН_ОНА_ОНИ,Медицина,DeepSeek-V3,True
782,Замена ИКС_ИГРЕК,Спорт и игры,gemma-3,False
782,Замена ИКС_ИГРЕК,Спорт и игры,QwQ,False
782,Замена ИКС_ИГРЕК,Спорт и игры,Phi-4,False
782,Замена ИКС_ИГРЕК,Спорт и игры,Llama-4,False
782,Замена ИКС_ИГРЕК,Спорт и игры,Qwen3,False
782,Замена ИКС_ИГРЕК,Спорт и игры,DeepSeek-R1,True
782,Замена ИКС_ИГРЕК,Спорт и игры,DeepSeek-V3,False
783,Другое,Наука и природа,gemma-3,True
783,Другое,Наука и природа,QwQ,False
783,Другое,Наука и природа,Phi-4,False
783,Другое,Наука и природа,Llama-4,False
783,Другое,Наука и природа,Qwen3,False
783,Другое,Наука и природа,DeepSeek-R1,False
783,Другое,Наука и природа,DeepSeek-V3,True
784,Замена ОН_ОНА_ОНИ,Шум,gemma-3,False
784,Замена ОН_ОНА_ОНИ,Шум,QwQ,False
784,Замена ОН_ОНА_ОНИ,Шум,Phi-4,False
784,Замена ОН_ОНА_ОНИ,Шум,Llama-4,False
784,Замена ОН_ОНА_ОНИ,Шум,Qwen3,False
784,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-R1,False
784,Замена ОН_ОНА_ОНИ,Шум,DeepSeek-V3,True
785,Замена ОН_ОНА_ОНИ,Литература,gemma-3,False
785,Замена ОН_ОНА_ОНИ,Литература,QwQ,False
785,Замена ОН_ОНА_ОНИ,Литература,Phi-4,False
785,Замена ОН_ОНА_ОНИ,Литература,Llama-4,False
785,Замена ОН_ОНА_ОНИ,Литература,Qwen3,False
785,Замена ОН_ОНА_ОНИ,Литература,DeepSeek-R1,True
785,Замена ОН_ОНА_ОНИ,Литература,DeepSeek-V3,True
786,Другое,Шум,gemma-3,False
786,Другое,Шум,QwQ,False
786,Другое,Шум,Phi-4,False
786,Другое,Шум,Llama-4,False
786,Другое,Шум,Qwen3,False
786,Другое,Шум,DeepSeek-R1,False
786,Другое,Шум,DeepSeek-V3,False
787,Ответ из N слов,Произведения и персонажи,gemma-3,False
787,Ответ из N слов,Произведения и персонажи,QwQ,False
787,Ответ из N слов,Произведения и персонажи,Phi-4,False
787,Ответ из N слов,Произведения и персонажи,Llama-4,False
787,Ответ из N слов,Произведения и персонажи,Qwen3,False
787,Ответ из N слов,Произведения и персонажи,DeepSeek-R1,True
787,Ответ из N слов,Произведения и персонажи,DeepSeek-V3,True
788,Замена ОН_ОНА_ОНИ,Спорт и игры,gemma-3,False
788,Замена ОН_ОНА_ОНИ,Спорт и игры,QwQ,False
788,Замена ОН_ОНА_ОНИ,Спорт и игры,Phi-4,False
788,Замена ОН_ОНА_ОНИ,Спорт и игры,Llama-4,False
788,Замена ОН_ОНА_ОНИ,Спорт и игры,Qwen3,False
788,Замена ОН_ОНА_ОНИ,Спорт и игры,DeepSeek-R1,True
788,Замена ОН_ОНА_ОНИ,Спорт и игры,DeepSeek-V3,False
789,Ответ из N слов,Шум,gemma-3,False
789,Ответ из N слов,Шум,QwQ,False
789,Ответ из N слов,Шум,Phi-4,False
789,Ответ из N слов,Шум,Llama-4,False
789,Ответ из N слов,Шум,Qwen3,False
789,Ответ из N слов,Шум,DeepSeek-R1,False
789,Ответ из N слов,Шум,DeepSeek-V3,False
790,Пропуск,Шум,gemma-3,False
790,Пропуск,Шум,QwQ,False
790,Пропуск,Шум,Phi-4,False
790,Пропуск,Шум,Llama-4,False
790,Пропуск,Шум,Qwen3,False
790,Пропуск,Шум,DeepSeek-R1,False
790,Пропуск,Шум,DeepSeek-V3,False
791,Другое,Шум,gemma-3,False
791,Другое,Шум,QwQ,False
791,Другое,Шум,Phi-4,False
791,Другое,Шум,Llama-4,False
791,Другое,Шум,Qwen3,False
791,Другое,Шум,DeepSeek-R1,True
791,Другое,Шум,DeepSeek-V3,True
793,Замена ОН_ОНА_ОНИ,Спорт и игры,gemma-3,False
793,Замена ОН_ОНА_ОНИ,Спорт и игры,QwQ,False
793,Замена ОН_ОНА_ОНИ,Спорт и игры,Phi-4,False
793,Замена ОН_ОНА_ОНИ,Спорт и игры,Llama-4,False
793,Замена ОН_ОНА_ОНИ,Спорт и игры,Qwen3,False
793,Замена ОН_ОНА_ОНИ,Спорт и игры,DeepSeek-R1,False
793,Замена ОН_ОНА_ОНИ,Спорт и игры,DeepSeek-V3,True
794,Другое,"История, войны и правители",gemma-3,False
794,Другое,"История, войны и правители",QwQ,False
794,Другое,"История, войны и правители",Phi-4,False
794,Другое,"История, войны и правители",Llama-4,True
794,Другое,"История, войны и правители",Qwen3,False
794,Другое,"История, войны и правители",DeepSeek-R1,True
794,Другое,"История, войны и правители",DeepSeek-V3,True
796,Другое,Спорт и игры,gemma-3,False
796,Другое,Спорт и игры,QwQ,False
796,Другое,Спорт и игры,Phi-4,False
796,Другое,Спорт и игры,Llama-4,False
796,Другое,Спорт и игры,Qwen3,False
796,Другое,Спорт и игры,DeepSeek-R1,False
796,Другое,Спорт и игры,DeepSeek-V3,True
797,Ответ из N слов,"История, войны и правители",gemma-3,True
797,Ответ из N слов,"История, войны и правители",QwQ,False
797,Ответ из N слов,"История, войны и правители",Phi-4,False
797,Ответ из N слов,"История, войны и правители",Llama-4,False
797,Ответ из N слов,"История, войны и правители",Qwen3,False
797,Ответ из N слов,"История, войны и правители",DeepSeek-R1,True
797,Ответ из N слов,"История, войны и правители",DeepSeek-V3,True
798,Ответ из N слов,"История, войны и правители",gemma-3,True
798,Ответ из N слов,"История, войны и правители",QwQ,True
798,Ответ из N слов,"История, войны и правители",Phi-4,False
798,Ответ из N слов,"История, войны и правители",Llama-4,True
798,Ответ из N слов,"История, войны и правители",Qwen3,True
798,Ответ из N слов,"История, войны и правители",DeepSeek-R1,True
798,Ответ из N слов,"История, войны и правители",DeepSeek-V3,True
799,Другое,Еда и напитки,gemma-3,False
799,Другое,Еда и напитки,QwQ,False
799,Другое,Еда и напитки,Phi-4,False
799,Другое,Еда и напитки,Llama-4,False
799,Другое,Еда и напитки,Qwen3,False
799,Другое,Еда и напитки,DeepSeek-R1,False
799,Другое,Еда и напитки,DeepSeek-V3,True
800,Другое,Наука и природа,gemma-3,False
800,Другое,Наука и природа,QwQ,False
800,Другое,Наука и природа,Phi-4,False
800,Другое,Наука и природа,Llama-4,False
800,Другое,Наука и природа,Qwen3,False
800,Другое,Наука и природа,DeepSeek-R1,False
